Ano Censo,Número de Matrículas,Nome Região,Nome UF,Nome Localização,Nome Município,Nome Curso,Nome Curso,Sigla UF,Sigla Região
2013,53,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,81,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,71,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,4,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,4,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,3,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,2,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,4,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,2,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,50,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,41,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,24,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,718,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,23,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,74,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,14,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,79,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,38,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO,ADMINISTRAÇÃO,RN,NE
2013,6,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ADMINISTRAÇÃO PÚBLICA,ADMINISTRAÇÃO PÚBLICA,RN,NE
2013,9,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,RN,NE
2013,11,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,RN,NE
2013,7,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,RN,NE
2013,91,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,RN,NE
2013,15,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,RN,NE
2013,15,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ARTES VISUAIS,ARTES VISUAIS,RN,NE
2013,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,BANCO DE DADOS,BANCO DE DADOS,RN,NE
2013,11,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,BIBLIOTECONOMIA,BIBLIOTECONOMIA,RN,NE
2013,25,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,BIOMEDICINA,BIOMEDICINA,RN,NE
2013,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,BIOMEDICINA,BIOMEDICINA,RN,NE
2013,3,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CINEMA E AUDIOVISUAL,CINEMA E AUDIOVISUAL,RN,NE
2013,21,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,RN,NE
2013,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,RN,NE
2013,10,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,RN,NE
2013,226,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIA E TECNOLOGIA,CIÊNCIA E TECNOLOGIA,RN,NE
2013,8,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS ATUARIAIS,CIÊNCIAS ATUARIAIS,RN,NE
2013,31,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,RN,NE
2013,51,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,RN,NE
2013,18,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,RN,NE
2013,48,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,RN,NE
2013,31,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,RN,NE
2013,44,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,RN,NE
2013,97,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,RN,NE
2013,2,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,RN,NE
2013,26,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,RN,NE
2013,4,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,RN,NE
2013,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,RN,NE
2013,24,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,RN,NE
2013,4,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,RN,NE
2013,299,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,RN,NE
2013,48,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,RN,NE
2013,90,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,RN,NE
2013,60,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,RN,NE
2013,30,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS DA RELIGIÃO,CIÊNCIAS DA RELIGIÃO,RN,NE
2013,40,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS ECONÔMICAS,CIÊNCIAS ECONÔMICAS,RN,NE
2013,38,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS SOCIAIS,CIÊNCIAS SOCIAIS,RN,NE
2013,25,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS SOCIAIS,CIÊNCIAS SOCIAIS,RN,NE
2013,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CIÊNCIAS SOCIAIS - POLÍTICA E SOCIOLOGIA,CIÊNCIAS SOCIAIS - POLÍTICA E SOCIOLOGIA,RN,NE
2013,83,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,COMUNICAÇÃO SOCIAL - JORNALISMO,COMUNICAÇÃO SOCIAL - JORNALISMO,RN,NE
2013,31,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,RN,NE
2013,87,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,RN,NE
2013,31,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,RN,NE
2013,43,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,COMUNICAÇÃO SOCIAL - RADIALISMO,COMUNICAÇÃO SOCIAL - RADIALISMO,RN,NE
2013,20,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,COMÉRCIO EXTERIOR,COMÉRCIO EXTERIOR,RN,NE
2013,2,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,COMÉRCIO EXTERIOR,COMÉRCIO EXTERIOR,RN,NE
2013,10,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,COMÉRCIO EXTERIOR,COMÉRCIO EXTERIOR,RN,NE
2013,25,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,CONSTRUÇÃO DE EDIFÍCIOS,CONSTRUÇÃO DE EDIFÍCIOS,RN,NE
2013,27,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DANÇA,DANÇA,RN,NE
2013,5,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DESIGN,DESIGN,RN,NE
2013,142,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DESIGN DE INTERIORES,DESIGN DE INTERIORES,RN,NE
2013,126,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DESIGN GRÁFICO,DESIGN GRÁFICO,RN,NE
2013,74,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DIREITO,DIREITO,RN,NE
2013,81,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DIREITO,DIREITO,RN,NE
2013,74,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DIREITO,DIREITO,RN,NE
2013,883,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DIREITO,DIREITO,RN,NE
2013,19,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DIREITO,DIREITO,RN,NE
2013,30,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DIREITO,DIREITO,RN,NE
2013,108,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DIREITO,DIREITO,RN,NE
2013,11,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DIREITO,DIREITO,RN,NE
2013,42,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DIREITO,DIREITO,RN,NE
2013,305,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,DIREITO,DIREITO,RN,NE
2013,22,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ECOLOGIA,ECOLOGIA,RN,NE
2013,24,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,RN,NE
2013,152,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,RN,NE
2013,66,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,RN,NE
2013,66,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,RN,NE
2013,50,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,RN,NE
2013,47,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,RN,NE
2013,47,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,RN,NE
2013,54,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENFERMAGEM,ENFERMAGEM,RN,NE
2013,144,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENFERMAGEM,ENFERMAGEM,RN,NE
2013,2,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENFERMAGEM,ENFERMAGEM,RN,NE
2013,232,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENFERMAGEM,ENFERMAGEM,RN,NE
2013,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENFERMAGEM,ENFERMAGEM,RN,NE
2013,70,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENFERMAGEM,ENFERMAGEM,RN,NE
2013,3,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA AMBIENTAL,ENGENHARIA AMBIENTAL,RN,NE
2013,225,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA CIVIL,ENGENHARIA CIVIL,RN,NE
2013,99,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA CIVIL,ENGENHARIA CIVIL,RN,NE
2013,45,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA DA COMPUTAÇÃO,ENGENHARIA DA COMPUTAÇÃO,RN,NE
2013,20,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA DE ALIMENTOS,ENGENHARIA DE ALIMENTOS,RN,NE
2013,3,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA DE AQUICULTURA,ENGENHARIA DE AQUICULTURA,RN,NE
2013,29,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA DE COMPUTAÇÃO,ENGENHARIA DE COMPUTAÇÃO,RN,NE
2013,11,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA DE MATERIAIS,ENGENHARIA DE MATERIAIS,RN,NE
2013,17,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA DE PETRÓLEO,ENGENHARIA DE PETRÓLEO,RN,NE
2013,29,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA DE PRODUÇÃO,ENGENHARIA DE PRODUÇÃO,RN,NE
2013,2,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA DE PRODUÇÃO,ENGENHARIA DE PRODUÇÃO,RN,NE
2013,46,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA ELÉTRICA,ENGENHARIA ELÉTRICA,RN,NE
2013,1,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA MECATRÔNICA,ENGENHARIA MECATRÔNICA,RN,NE
2013,45,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA MECÂNICA,ENGENHARIA MECÂNICA,RN,NE
2013,46,NORDESTE,RIO GRANDE DO NORTE,CAPITAL,NATAL,ENGENHARIA QUÍMICA,ENGENHARIA QUÍMICA,RN,NE
